['media_451348_frame_779.jpeg', '0.321216617210683', '0.397891963109354', '0.0652818991097923', '0.100131752305666', 'Poecilosclerida']
['media_447420_frame_6293.jpeg', '0.298477865317315', '0.411201938897767', '0.0577549552320165', '0.080118921272505', 'narella sp.']
['media_447420_frame_6293.jpeg', '0.349202209711861', '0.356347311645401', '0.0976401813212332', '0.232521794880408', 'narella sp.']
['media_447420_frame_6293.jpeg', '0.314907317373068', '0.482436728277307', '0.041325503176263', '0.0959055890734436', 'narella sp.']
['media_447420_frame_6293.jpeg', '0.635490978593022', '0.25444489838459', '0.0695091602518276', '0.136261796872814', 'narella sp.']
['media_447420_frame_6293.jpeg', '0.822410014183051', '0.370826041713166', '0.0714177028455177', '0.182694992785134', 'narella sp.']
['media_447420_frame_7162.jpeg', '0.814467508980735', '0.647742794672336', '0.0639993754844531', '0.0907146423040647', 'narella sp.']
['media_447420_frame_7162.jpeg', '0.154415082444784', '0.030545526590924', '0.0615868904977192', '0.0602078319780658', 'narella sp.']
['media_447420_frame_7162.jpeg', '0.431291538558332', '0.025186488169689', '0.0334624042020805', '0.0579319444450642', 'narella sp.']
['media_447420_frame_7342.jpeg', '0.222168592634348', '0.0', '0.0660401399849682', '0.0821680397832703', 'narella sp.']
['media_447420_frame_8971.jpeg', '0.648252536640361', '0.348756772804869', '0.0382057966929726', '0.114206190158094', 'narella sp.']
['media_447420_frame_8971.jpeg', '0.721533258173619', '0.0962962962962963', '0.0304032788425404', '0.0861111111111111', 'narella sp.']
['media_447420_frame_8971.jpeg', '0.0993077085682074', '0.196144140132116', '0.0381922914317926', '0.0621891932012172', 'narella sp.']
['media_447420_frame_8781.jpeg', '0.490064825253664', '0.116225042677949', '0.0744503945885006', '0.108379722407779', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.833032313169431', '0.598560692973567', '0.0645578784878408', '0.122097289658363', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.43934234243681', '0.586221210326836', '0.0468408750694295', '0.101649926439385', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.69168188052444', '0.468795525438169', '0.0376298983564426', '0.0908559864477712', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.941873633917113', '0.387817831164444', '0.0580978720405863', '0.109597113026617', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.0710500795023698', '0.72065798263193', '0.0356268041879722', '0.0729032138350776', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.105154117663507', '0.520391484371549', '0.0369723150685483', '0.070339978554303', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.288042943142566', '0.568847046129668', '0.0402879854453256', '0.0767408341510454', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.820958883738429', '0.49334155582002', '0.0282895191176402', '0.0567032800794885', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.558945806626002', '0.419474085110769', '0.0424963203939149', '0.0591613201304401', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.35305679515419', '0.505659114397263', '0.0283105757005339', '0.0660724532873968', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.603037539184521', '0.801368056327846', '0.0354961346129974', '0.0798694657651702', 'narella sp.']
['media_450438_frame_6923.jpeg', '0.0541454988694267', '0.573076534352535', '0.0362387551704079', '0.0705476435000242', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.396785034630617', '0.410483737459332', '0.0344318609649067', '0.0585246496853278', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.549976021940767', '0.71258630970841', '0.057575737293564', '0.0954000333480737', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.662847549352243', '0.613139988877034', '0.0266101059194677', '0.0796381600133392', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.813655497198034', '0.352824880816334', '0.0235165653342612', '0.0605581533437245', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.832828738205826', '0.375134221534437', '0.0277098712440399', '0.0589272064503088', 'narella sp.']
['media_450438_frame_7822.jpeg', '0.127779087635634', '0.644520176700168', '0.0382463773050017', '0.0861057080389533', 'narella sp.']
['media_447419_frame_269.jpeg', '', '', '', '', 'Parazoanthidae']
['media_450453_frame_946.jpeg', '0.0450553128523112', '0.290727751799896', '0.137586903419767', '0.310014473391227', 'narella sp.']
['media_450453_frame_634.jpeg', '0.0', '0.17006605804201', '0.259375', '0.456785793809842', 'narella sp.']
['media_450453_frame_2247.jpeg', '0.177982560674476', '0.617990735423196', '0.0623356874619047', '0.133445470321627', 'narella sp.']
['media_450453_frame_2247.jpeg', '0.265766661921521', '0.740114095927326', '0.0487728135654511', '0.0907810276531687', 'narella sp.']
['media_450453_frame_2247.jpeg', '0.899597164657765', '0.75763551150397', '0.0363215932424257', '0.112226434610481', 'narella sp.']
['media_450453_frame_2247.jpeg', '0.272557343805011', '0.289535071032736', '0.025482014842905', '0.0702184150085966', 'narella sp.']
['media_450453_frame_2247.jpeg', '0.378897659770243', '0.5323757536763', '0.0342001004684807', '0.0647966607898496', 'narella sp.']
['media_450453_frame_6533.jpeg', '0.0259301014656144', '0.609411415423439', '0.0641740652010522', '0.104477473465449', 'narella sp.']
['media_450453_frame_6533.jpeg', '0.489793482108471', '0.364506166641901', '0.0291476619877721', '0.0843456109874317', 'narella sp.']
['media_450453_frame_6533.jpeg', '0.555600985395462', '0.0535470674147226', '0.0365839303604649', '0.0642650936847346', 'narella sp.']
['media_450453_frame_7252.jpeg', '0.241526817274194', '0.376942261276059', '0.0429460591702822', '0.151214051349191', 'narella sp.']
['media_450453_frame_7252.jpeg', '0.090962054936074', '0.553905406002386', '0.0530703444790895', '0.102858121051723', 'narella sp.']
['media_450453_frame_7252.jpeg', '0.673725529931064', '0.185232187822539', '0.0415024000155223', '0.0814511789109281', 'narella sp.']
['media_450453_frame_7252.jpeg', '0.752114803021387', '0.426943566491701', '0.0430802430441252', '0.110079678394866', 'narella sp.']
['media_450453_frame_7642.jpeg', '0.420248705994602', '0.297168819937805', '0.059031222899709', '0.0996508825673427', 'narella sp.']
['media_450453_frame_7642.jpeg', '0.323997080279176', '0.255942747217883', '0.0421669600790466', '0.0895532516385408', 'narella sp.']
['media_450453_frame_7642.jpeg', '0.23697037676137', '0.0446615787799157', '0.0220260025074665', '0.05375294574238', 'narella sp.']
['media_450453_frame_7642.jpeg', '0.0939653189182593', '0.273863930637197', '0.0292566840881292', '0.0706787796118337', 'narella sp.']
['media_450453_frame_8001.jpeg', '0.234742642853239', '0.0219717993100429', '0.0248154809650506', '0.0633469864095444', 'narella sp.']
['media_450453_frame_7072.jpeg', '0.670045222774901', '0.191559475367271', '0.0331077266322381', '0.0703077140870832', 'Parazoanthidae']
['media_450453_frame_7492.jpeg', '0.714084269010946', '0.73708202820917', '0.0410507900431492', '0.115725497450904', 'Parazoanthidae']
['media_447882_frame_3146.jpeg', '0.12366482357689', '0.47583482791315', '0.0130018596384864', '0.0282233813453682', 'Parazoanthidae']
['media_447882_frame_119.jpeg', '0.742789028569763', '0.26863836733838', '0.0353935271782922', '0.0784768457802647', 'narella sp.']
['media_447882_frame_2727.jpeg', '0.234002295951704', '0.588808890614964', '0.0315175483414422', '0.105314094724714', 'narella sp.']
['media_447882_frame_3146.jpeg', '0.72748576774123', '0.730615093469058', '0.0329226489724112', '0.0833060272360011', 'narella sp.']
['media_447882_frame_8241.jpeg', '0.557872079776063', '0.113675999465332', '0.0353007415708617', '0.101913664086739', 'narella sp.']
['media_450475_frame_6233.jpeg', '0.918827508455468', '0.452905811623247', '0.0348183248778655', '0.0582052994878646', 'narella sp.']
['media_450475_frame_6233.jpeg', '0.630527502762794', '0.512758482897659', '0.027052045135398', '0.0471842371003419', 'narella sp.']
['media_450475_frame_6233.jpeg', '0.688172767356111', '0.45152065431241', '0.020719566353021', '0.0462489418071266', 'narella sp.']
['media_450453_frame_6533.jpeg', '0.943352231015719', '0.0289803105723114', '0.0457095320126449', '0.0798947929874273', 'narella sp.']
['media_450467_frame_1378.jpeg', '0.856178080920564', '0.160826916024936', '0.0655229213066072', '0.314173083975064', 'narella sp.']
['media_450467_frame_1378.jpeg', '0.672683509651076', '0.197607260726073', '0.0411841128433554', '0.160643564356436', 'narella sp.']
['media_450467_frame_2637.jpeg', '0.518821919079436', '0.810313531353136', '0.0732867019302153', '0.122093876054272', 'narella sp.']
['media_450467_frame_7222.jpeg', '0.680585328507795', '0.273533186651999', '0.151185504825539', '0.305601393472681', 'narella sp.']
['media_450467_frame_8211.jpeg', '0.703663233110616', '0.0518335166850018', '0.0582962138084631', '0.156499816648331', 'narella sp.']
['media_450467_frame_8211.jpeg', '0.621498004825538', '0.291382471580491', '0.0544949424647365', '0.138247158049138', 'narella sp.']
['media_450467_frame_7432.jpeg', '0.379981587048186', '0.563621617524789', '0.0782778567124207', '0.171554629266557', 'Parazoanthidae']
['media_450665_frame_2337.jpeg', '0.0274985172890233', '0.535502200522582', '0.077933573555214', '0.0985594973138679', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.323224450941115', '0.0448907030417013', '0.0527330447671662', '0.0827761469766339', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.365825993767063', '0.243133352939254', '0.0424856079694351', '0.102033802665195', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.213005758822501', '0.631780036089418', '0.0755359078441658', '0.174717928888598', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.762557863753776', '0.260070799159124', '0.0244700673065238', '0.0795881304302047', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.567986715173164', '0.283409687503404', '0.0146626924322362', '0.0980827587709266', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.811923653303741', '0.078100404099816', '0.0262195294635195', '0.0935941646969977', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.402963962057945', '0.247088774884089', '0.0171142815724966', '0.0854858819215255', 'narella sp.']
['media_450665_frame_2877.jpeg', '0.155629421781375', '0.445388288003718', '0.0415359789998251', '0.0651498945274065', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.27728285077951', '0.590328199486615', '0.106687314402376', '0.148560689402274', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.5', '0.374202420242024', '0.0510416666666665', '0.0591309130913091', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.661300721491819', '0.298014874025906', '0.0436959338843254', '0.0799834605297714', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.102235446919501', '0.324155692797003', '0.0344632087543726', '0.0760806780623057', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.0335032414480418', '0.467961972581563', '0.043986868470218', '0.0596179422214315', 'narella sp.']
['media_450665_frame_4285.jpeg', '0.870824053452116', '0.360313531353135', '0.0477519487750555', '0.0637605427209388', 'narella sp.']
['media_450665_frame_4405.jpeg', '0.371170948432795', '0.314795281508349', '0.0350404989773443', '0.0754970625408709', 'narella sp.']
['media_450665_frame_4405.jpeg', '0.388696356558759', '0.301050223834265', '0.0289599828567628', '0.0699608587554758', 'narella sp.']
['media_447806_frame_599.jpeg', '0.848774363712783', '0.56782761201496', '0.0222048417739885', '0.0810850970425852', 'narella sp.']
['media_447806_frame_2577.jpeg', '0.869710467706013', '0.255445544554455', '0.11834748515219', '0.363998899889989', 'narella sp.']
['media_447806_frame_2614.jpeg', '0.878807071269488', '0.0099009900990099', '0.121192928730512', '0.217876787678768', 'narella sp.']
['media_447806_frame_2983.jpeg', '0.788418708240535', '0.601696002933627', '0.125643791759465', '0.198303997066373', 'narella sp.']
['media_447806_frame_3122.jpeg', '0.437639198218263', '0.237422075540887', '0.0878816351150705', '0.0996149614961496', 'narella sp.']
['media_447806_frame_4405.jpeg', '', '', '', '', 'Chrysogorgia sp.']
['media_450474_frame_7972.jpeg', '', '', '', '', 'Walteria sp.']
['media_450331_frame_1018.jpeg', '0.169296353006682', '0.0968371837183717', '0.488698264662213', '0.881408140814081', 'Parazoanthidae']
['media_450331_frame_847.jpeg', '0.303855790645879', '0.131032269893656', '0.387397921306608', '0.504446277961129', 'narella sp.']
['media_447321_frame_209.jpeg', '0.00334075723830735', '0.716831683168317', '0.073742576095026', '0.109094242757609', 'narella sp.']
['media_447321_frame_8361.jpeg', '0.687948914253897', '0.536908690869087', '0.0537177524127691', '0.252906123945728', 'Parazoanthidae']
['media_447321_frame_8361.jpeg', '0.899508930135361', '0.548598955238392', '0.046939966176228', '0.156114778144481', 'Parazoanthidae']
['media_447321_frame_2157.jpeg', '0.309576837416481', '0.786138613861386', '0.0289648292501856', '0.18052805280528', 'Parazoanthidae']
['media_447880_frame_3806.jpeg', '0.87320434298441', '0.129088742207554', '0.0877331570155903', '0.547763109644298', 'narella sp.']
['media_447880_frame_1468.jpeg', '0.88195991091314', '0.514851485148515', '0.0466859224201929', '0.168481848184818', 'Parazoanthidae']
['media_447880_frame_7882.jpeg', '0.535634743875278', '0.281188118811881', '0.0768652561247215', '0.141034103410341', 'Parazoanthidae']
['media_447880_frame_7045.jpeg', '0.138084632516704', '0.0455445544554455', '0.183790367483296', '0.107233223322332', 'Animalia ']
['media_450461_frame_3536.jpeg', '0.409938225919944', '0.332368602615495', '0.019751206653964', '0.082852781550303', 'Parazoanthidae']
['media_447805_frame_3956.jpeg', '', '', '', '', 'Amphipoda']
['media_447805_frame_6623.jpeg', '0.586367269331915', '0.700911675325949', '0.0370126446551862', '0.144797895631147', 'Parazoanthidae']
['media_447805_frame_6623.jpeg', '0.474407247587231', '0.837962962962963', '0.0724677524127692', '0.126851851851852', 'Parazoanthidae']
['media_447320_frame_209.jpeg', '0.458630289532294', '0.554785478547855', '0.0839017260579062', '0.2754400440044', 'narella sp.']
['media_447320_frame_2757.jpeg', '0.55011135857461', '0.578217821782178', '0.18270114142539', '0.418078474514118', 'Parazoanthidae']
['media_447320_frame_5747.jpeg', '0.447496752041574', '0.268931059772644', '0.358394812546399', '0.723698203153649', 'Parazoanthidae']
['media_447320_frame_8661.jpeg', '0.49979380036764', '0.546648549343383', '0.0455878895953733', '0.13539656026017', 'Parazoanthidae']
['media_450458_frame_1528.jpeg', '0.805346941225077', '0.254711702193322', '0.0181100972748306', '0.14259681415214', 'Parazoanthidae']
['media_450458_frame_4135.jpeg', '0.453395432042089', '0.370687241991526', '0.0428577692601971', '0.110793168425753', 'Parazoanthidae']
['media_450458_frame_4135.jpeg', '0.546334970567444', '0.411518533041423', '0.0329568952149372', '0.0944393251206308', 'Parazoanthidae']
['media_450458_frame_4122.jpeg', '0.889556153770318', '0.602171192366762', '0.0383210625263128', '0.0879103900489058', 'Parazoanthidae']
['media_450458_frame_4122.jpeg', '0.919935504825538', '0.542785111844518', '0.076837416481069', '0.189833149981665', 'Parazoanthidae']
['media_450458_frame_4645.jpeg', '0.231321335211631', '0.571779872706743', '0.0556259826127009', '0.0747257246122485', 'Parazoanthidae']
['media_450458_frame_4645.jpeg', '0.0937605096151058', '0.573499838432688', '0.0418936701943456', '0.0908589208755859', 'Parazoanthidae']
['media_450458_frame_4645.jpeg', '0.172474799274128', '0.105875531447534', '0.0503182591672348', '0.106587298993926', 'Parazoanthidae']
['media_450458_frame_8241.jpeg', '0.394209354120267', '0.499009900990099', '0.0443323125463994', '0.201916024935827', 'Parazoanthidae']
['media_450458_frame_8871.jpeg', '', '', '', '', 'Parazoanthidae']
['media_450458_frame_1528.jpeg', '0.769051762903582', '0.723556514067248', '0.0139510471604493', '0.0403782127387656', 'Animalia ']
['media_450458_frame_4645.jpeg', '0.818551460403222', '0.629348874320264', '0.0656887707650259', '0.12898638464262', 'Parazoanthidae']
['media_450441_frame_7552.jpeg', '0.362178432461137', '0.616787198705203', '0.107932440458498', '0.163286298621305', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.261191265010021', '0.48872236630826', '0.0879224393931655', '0.149286938839343', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.385797320791788', '0.475279859730259', '0.0711817429068199', '0.105848794511525', 'narella sp.']
['media_450441_frame_419.jpeg', '0.104977913521014', '0.600501584811947', '0.0299847014995977', '0.10875058848019', 'Parazoanthidae']
['media_450441_frame_4525.jpeg', '0.337416481069042', '0.811881188118812', '0.0636251855976243', '0.0538595526219288', 'Mysida']
['media_450441_frame_1913.jpeg', '0.0422962854226914', '0.541094890253907', '0.0314894928693465', '0.156693158612708', 'Parazoanthidae']
['media_450441_frame_7552.jpeg', '0.0355987468884712', '0.651569276472935', '0.118047086444862', '0.149341801380052', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.145855393035565', '0.556753324955097', '0.102432692000137', '0.217549853315303', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.44097995545657', '0.44950495049505', '0.0902700445434298', '0.207902456912358', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.904231625835189', '0.265612394572791', '0.0546225408314773', '0.158461679501283', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.654267905727154', '0.363597886863616', '0.0291678832947463', '0.0701746416238006', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.709787223587681', '0.353607961456212', '0.0281789454453557', '0.0784603798358078', 'narella sp.']
['media_450441_frame_7552.jpeg', '0.681333573184161', '0.290319830662934', '0.0399164376907', '0.084870515532179', 'narella sp.']
['media_450671_frame_1633.jpeg', '0.2490731718634', '0.294361936193619', '0.362148524498887', '0.609983498349835', 'narella sp.']
['media_450671_frame_2457.jpeg', '0.89532293986637', '0.607792445911258', '0.0322812268002969', '0.138503850385038', 'Animalia']
['media_450671_frame_6210.jpeg', '0.360801781737194', '0.237623762376238', '0.151698218262806', '0.188302163549688', 'Animalia']
['media_450671_frame_7418.jpeg', '0.685968819599109', '0.251485148514851', '0.115593680400891', '0.249440777411074', 'Animalia']
['media_447879_frame_2817.jpeg', '0.380231263110545', '0.718111266106136', '0.0434122422019654', '0.174795728793635', 'Parazoanthidae']
['media_447879_frame_2817.jpeg', '0.0207350859494745', '0.826140229534505', '0.0703157234543318', '0.115139234060003', 'Parazoanthidae']
['media_447879_frame_4135.jpeg', '0.350989198652288', '0.448668431199556', '0.0257463258204983', '0.0686153156936522', 'Parazoanthidae']
['media_447879_frame_5904.jpeg', '0.462138084632517', '0.564017235056839', '0.0944123515219004', '0.230427209387605', 'Parazoanthidae']
['media_447879_frame_5904.jpeg', '0.412129008289618', '0.415411296049541', '0.0405539920554774', '0.0812737567149943', 'Parazoanthidae']
['media_447879_frame_5904.jpeg', '0.264687213180592', '0.631872422100418', '0.0394839103665264', '0.0947724460901047', 'Parazoanthidae']
['media_450460_frame_3296.jpeg', '0.145879732739421', '0.477227722772277', '0.0879744339272457', '0.144994499449945', 'narella sp.']
['media_450460_frame_3420.jpeg', '0.788418708240535', '0.0277227722772277', '0.142310458426132', '0.267647598093143', 'narella sp.']
['media_450460_frame_7282.jpeg', '0.237193763919822', '0.104950495049505', '0.208118736080178', '0.788568023469014', 'narella sp.']
['media_450460_frame_2037.jpeg', '', '', '', '', 'Decapoda']
['media_450460_frame_3896.jpeg', '', '', '', '', 'Parazoanthidae']
['media_450451_frame_329.jpeg', '0.394515301883423', '0.501162060956126', '0.0483232545091129', '0.0954620462046204', 'Parazoanthidae']
['media_450451_frame_1888.jpeg', '0.743096512418093', '0.231490812447581', '0.030525425221105', '0.127229596630363', 'Parazoanthidae']
['media_450451_frame_1888.jpeg', '0.827441332136249', '0.129569867877877', '0.0352117859038397', '0.160552655176898', 'Parazoanthidae']
['media_450451_frame_4015.jpeg', '0.629175946547884', '0.611881188118812', '0.134886553452116', '0.287192885955262', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.06501755895096', '0.601611290781627', '0.129952553768132', '0.188618734375271', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.583102996192562', '0.389772462394754', '0.103995112451647', '0.150679626795646', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.364844711056741', '0.284844840919736', '0.0693703783442815', '0.234346450894631', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.482807527021152', '0.468468178501018', '0.112417484723697', '0.285409607425722', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.544411754736666', '0.491202496487273', '0.119022071372859', '0.224242309567407', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.790448367071592', '0.452729035279766', '0.0822519575309198', '0.143328216278724', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.757819166811751', '0.398516430851006', '0.05920049300327', '0.171681343624828', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.122415361397009', '0.177394542564444', '0.0618766898135877', '0.193455009534784', 'narella sp.']
['media_450451_frame_4015.jpeg', '0.476085258241159', '0.45291528148724', '0.036450909631937', '0.169105139344994', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.655902004454343', '0.538760542720939', '0.112327162212324', '0.40012834616795', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.433184855233853', '0.807920792079208', '0.0600443114328136', '0.146708837550422', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.800668151447662', '0.738613861386139', '0.0654776818856718', '0.106756508984232', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.601418661841128', '0.421782178217822', '0.0501438381588715', '0.181921525485882', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.27935922420193', '0.358590025669234', '0.0969933184855233', '0.279088742207554', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.3692528911209', '0.754409698395582', '0.0568308020548762', '0.177203015681106', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.643652561247216', '0.308910891089109', '0.0365557720861172', '0.162385405207187', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.797539671492205', '0.194059405940594', '0.0488144951744618', '0.190199853318665', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.779510022271715', '0.302970297029703', '0.0647608110616183', '0.13036303630363', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.0823543058648849', '0.32509167583425', '0.0496775241276912', '0.241089108910891', 'narella sp.']
['media_450451_frame_7432.jpeg', '0.924276169265033', '0.263366336633663', '0.0757238307349666', '0.213485515218188', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.0779510022271715', '0.689108910891089', '0.0480906644394952', '0.0988540520718738', 'Parazoanthidae']
['media_450330_frame_8901.jpeg', '0.287297265661815', '0.567512985224692', '0.036800391708234', '0.120691235790246', 'Parazoanthidae']
['media_450330_frame_1348.jpeg', '0.730512249443207', '0.396039603960396', '0.187196083890126', '0.271552988632197', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.481174216025714', '0.73742316475872', '0.104346689806691', '0.11574321669424', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.511135857461025', '0.948514851485148', '0.0513641425389755', '0.0514851485148515', 'Animalia ']
['media_450330_frame_1348.jpeg', '0.516703786191537', '0.542574257425743', '0.0838542612774173', '0.148166483314998', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.661326067899382', '0.499925225195787', '0.0930149258067318', '0.139493295359972', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.314321766060107', '0.724236447457544', '0.0793839061463484', '0.159890949376382', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.237913333455898', '0.794837488699365', '0.0508708486186351', '0.183431951670598', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.168981821614439', '0.707558409306277', '0.035402122324809', '0.0915664175282581', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.262011341660636', '0.638221079098192', '0.0925630881528929', '0.186040038638994', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.0089086859688196', '0.811881188118812', '0.0400496473645137', '0.0649706637330399', 'narella sp.']
['media_450330_frame_1348.jpeg', '0.00111358574610245', '0.702970297029703', '0.0624280809205642', '0.110918591859186', 'narella sp.']
['media_450330_frame_1313.jpeg', '0.904231625835189', '0.485148514851485', '0.090039207498144', '0.189851485148515', 'narella sp.']
['media_450477_frame_659.jpeg', '0.514266827832265', '0.38625149565745', '0.0593781047929423', '0.220909069775698', 'Parazoanthidae']
['media_450477_frame_4118.jpeg', '0.664685412026726', '0.251760176017602', '0.224700723830735', '0.271818848551522', 'Parazoanthidae']
['media_450477_frame_7732.jpeg', '0.0590721184685689', '0.563870136188536', '0.0828738911592566', '0.176384305097176', 'Parazoanthidae']
['media_450477_frame_7732.jpeg', '0.357580971839952', '0.855733896822025', '0.0568272024759508', '0.124445116128774', 'Parazoanthidae']
['media_450477_frame_7942.jpeg', '0.568984720277503', '0.208905932122365', '0.0242593489286447', '0.0821138238686355', 'Parazoanthidae']
['media_450477_frame_659.jpeg', '', '', '', '', 'Paracalyptrophora sp.']
['media_450477_frame_1438.jpeg', '', '', '', '', 'Comatulida']
['media_450477_frame_1678.jpeg', '0.277079344776972', '0.540725245272358', '0.0680425453683368', '0.10904719115262', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.0619580634624002', '0.4154951449796', '0.0494836959789123', '0.110815709099635', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.101149926349985', '0.448887309523032', '0.0637553856328549', '0.0911705905571', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.155038737820414', '0.480246907529037', '0.0827417792785548', '0.0840974404860117', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.435790146586105', '0.31265998172669', '0.0282848218791129', '0.093865556010741', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.507205863058244', '0.266496221641172', '0.0411378477462392', '0.138196376629473', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.596208631157584', '0.705068439187153', '0.03798073496853', '0.0766087065787008', 'narella sp.']
['media_450477_frame_1678.jpeg', '0.953113451818195', '0.370593966368584', '0.0468865481818045', '0.0965877045930971', 'narella sp.']
['media_450477_frame_4436.jpeg', '0.357391425389756', '0.16015768243491', '0.378781551596139', '0.568610194352768', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.670451912424226', '0.682941033377265', '0.0545771615874431', '0.15641979544489', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.549473451995939', '0.609693167336536', '0.0375400780225432', '0.132824251071972', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.876034615502189', '0.573778079128045', '0.0636342455865191', '0.155106452889513', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.90378489204336', '0.183810773816656', '0.0556147120506723', '0.164388785413195', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.287281442618247', '0.515833995940848', '0.0741518774857009', '0.0857910807582408', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.23693680162672', '0.446225134064562', '0.0294417587198202', '0.0635664259495256', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.147511740476578', '0.603921202351259', '0.0451935525190942', '0.088288620941302', 'narella sp.']
['media_450477_frame_7718.jpeg', '0.414253897550111', '0.859405940594059', '0.105537769116555', '0.138742207554089', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.282130988055201', '0.68967730106344', '0.0295060077620854', '0.0570562380312105', 'narella sp.']
['media_450477_frame_7732.jpeg', '0.258734285172197', '0.734415108177484', '0.0238707049630963', '0.0703688424397995', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.706013363028953', '0.172277227722772', '0.0637676297721117', '0.144389438943894', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.550607579038133', '0.115203520352035', '0.0239198526774076', '0.0735619117467302', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.680095118524131', '0.151991199119912', '0.0332826966148352', '0.0978853440899646', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.468518908263375', '0.213030599356232', '0.034679932586423', '0.0745300085564112', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.567325504139066', '0.153676397035051', '0.0177771739917367', '0.0535761178964601', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.607495423613143', '0.670287226742476', '0.0574284402780654', '0.148388974210952', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.643068714110214', '0.492605772128368', '0.0162937048841558', '0.0714797614249874', 'narella sp.']
